ui name,user intent,capability,java controler name,description,api name,end point
RoleAccess Module,Remove Employee,RoleAccess,RoleAccessController,Auto-generated OpenAPI description for Remove Employee,removeEmployee,/api/v1/roles/remove
EmployeeHandbook Module,Upload,EmployeeHandbook,EmployeeHandbookController,Auto-generated OpenAPI description for Upload,upload,/api/handbook/upload
EmployeeHandbook Module,Get Latest,EmployeeHandbook,EmployeeHandbookController,Auto-generated OpenAPI description for Get Latest,getLatest,/api/handbook/latest
EmployeeHandbook Module,Get All,EmployeeHandbook,EmployeeHandbookController,Auto-generated OpenAPI description for Get All,getAll,/api/handbook/all
EmployeeHandbook Module,If,EmployeeHandbook,EmployeeHandbookController,Auto-generated OpenAPI description for If,serveFile,/api/handbook/file/{id}
EmployeeHandbook Module,Delete Handbook,EmployeeHandbook,EmployeeHandbookController,Auto-generated OpenAPI description for Delete Handbook,deleteHandbook,/api/handbook/delete/{id}
EmployeeHandbook Module,Get Categories,EmployeeHandbook,EmployeeHandbookController,Auto-generated OpenAPI description for Get Categories,getCategories,/api/handbook/categories
EmployeeHandbook Module,Add Category,EmployeeHandbook,EmployeeHandbookController,Auto-generated OpenAPI description for Add Category,addCategory,/api/handbook/categories
EmployeeHandbook Module,Delete Category,EmployeeHandbook,EmployeeHandbookController,Auto-generated OpenAPI description for Delete Category,deleteCategory,/api/handbook/categories/{id}
EmployeeHandbook Module,Get Handbook Pages,EmployeeHandbook,EmployeeHandbookController,Auto-generated OpenAPI description for Get Handbook Pages,getHandbookPages,/api/handbook/pages/{id}
PerformanceGoalTemplate Module,Get Templates By Department,PerformanceGoalTemplate,PerformanceGoalTemplateController,Auto-generated OpenAPI description for Get Templates By Department,getTemplatesByDepartment,/api/performance/templates/department/{department}
PerformanceGoalTemplate Module,Delete Template,PerformanceGoalTemplate,PerformanceGoalTemplateController,Auto-generated OpenAPI description for Delete Template,deleteTemplate,/api/performance/templates/{id}
LeaveBalanceAdmin Module,Round All Balances,LeaveBalanceAdmin,LeaveBalanceAdminController,Auto-generated OpenAPI description for Round All Balances,roundAllBalances,/api/admin/leave-balances/round-all
PreOnboarding Module,Save,PreOnboarding,PreOnboardingController,Auto-generated OpenAPI description for Save,save,/api/v1/preonboarding/{applicantId}/save
PreOnboarding Module,Get,PreOnboarding,PreOnboardingController,Auto-generated OpenAPI description for Get,get,/api/v1/preonboarding/{applicantId}
PreOnboarding Module,Suggest Work Email,PreOnboarding,PreOnboardingController,Auto-generated OpenAPI description for Suggest Work Email,suggestWorkEmail,/api/v1/preonboarding/suggest-work-email
PreOnboarding Module,Save Draft Only,PreOnboarding,PreOnboardingController,Auto-generated OpenAPI description for Save Draft Only,saveDraftOnly,/api/v1/preonboarding/{applicantId}/save-draft
AdminAccess Module,Save Admin Access,AdminAccess,AdminAccessController,Grants SuperAdmin or Admin access roles to a list of employees.,saveAdminAccess,/api/v1/admin-access/save
AdminAccess Module,Save Travel Admin,AdminAccess,AdminAccessController,Auto-generated OpenAPI description for Save Travel Admin,saveTravelAdmin,/api/v1/admin-access/travel-admin/save
AdminAccess Module,Get Admin Ids,AdminAccess,AdminAccessController,Auto-generated OpenAPI description for Get Admin Ids,getAdminIds,/api/v1/admin-access/{roleName}
AdminAccess Module,Check Admin Role,AdminAccess,AdminAccessController,Auto-generated OpenAPI description for Check Admin Role,checkAdminRole,/api/v1/admin-access/check
AdminAccess Module,Save Category,AdminAccess,AdminAccessController,Auto-generated OpenAPI description for Save Category,saveCategory,/api/v1/admin-access/categories/save
AdminAccess Module,Get Categories,AdminAccess,AdminAccessController,Auto-generated OpenAPI description for Get Categories,getCategories,/api/v1/admin-access/categories
AdminAccess Module,Delete Category,AdminAccess,AdminAccessController,Auto-generated OpenAPI description for Delete Category,deleteCategory,/api/v1/admin-access/categories/{id}
PublicExitForm Module,Get Exit Questions,PublicExitForm,PublicExitFormController,Auto-generated OpenAPI description for Get Exit Questions,getExitQuestions,/api/external/exit-management/exit-questions
PublicExitForm Module,Get Feedback Form By Token,PublicExitForm,PublicExitFormController,Auto-generated OpenAPI description for Get Feedback Form By Token,getFeedbackFormByToken,/api/external/exit-management/feedback/{token}
PublicExitForm Module,Submit Feedback,PublicExitForm,PublicExitFormController,Auto-generated OpenAPI description for Submit Feedback,submitFeedback,/api/external/exit-management/{formId}/submit-feedback
PerformanceDepartment Module,Delete Department,PerformanceDepartment,PerformanceDepartmentController,Auto-generated OpenAPI description for Delete Department,deleteDepartment,/api/performance/departments/{id}
Leave Module,Apply Leave,Leave,LeaveController,Auto-generated OpenAPI description for Apply Leave,applyLeave,/api/leaves/apply
Leave Module,Apply Leave With Existing File,Leave,LeaveController,Auto-generated OpenAPI description for Apply Leave With Existing File,applyLeaveWithExistingFile,/api/leaves/apply-with-existing-file
Leave Module,Submit Draft,Leave,LeaveController,Auto-generated OpenAPI description for Submit Draft,submitDraft,/api/leaves/submit-draft/{draftId}
Leave Module,Take Action,Leave,LeaveController,Auto-generated OpenAPI description for Take Action,takeAction,/api/leaves/action
Leave Module,Manual Deduct,Leave,LeaveController,Auto-generated OpenAPI description for Manual Deduct,manualDeduct,/api/leaves/manual-deduct/{leaveId}
Leave Module,Get Employee Leaves,Leave,LeaveController,Auto-generated OpenAPI description for Get Employee Leaves,getEmployeeLeaves,/api/leaves/employee/{employeeId}
Leave Module,Get Manager Leaves,Leave,LeaveController,Auto-generated OpenAPI description for Get Manager Leaves,getManagerLeaves,/api/leaves/manager/{managerId}
Leave Module,Get Hr Leaves,Leave,LeaveController,Auto-generated OpenAPI description for Get Hr Leaves,getHrLeaves,/api/leaves/hr/{hrId}
Leave Module,Download Leave Document,Leave,LeaveController,Auto-generated OpenAPI description for Download Leave Document,downloadLeaveDocument,/api/leaves/download/{id}
Leave Module,Assign Leaves,Leave,LeaveController,Auto-generated OpenAPI description for Assign Leaves,assignLeaves,/api/leaves/assign/{employeeId}
Leave Module,Cancel Leave,Leave,LeaveController,Auto-generated OpenAPI description for Cancel Leave,cancelLeave,/api/leaves/cancel/{id}
Leave Module,Get Approved Leave Dates,Leave,LeaveController,Auto-generated OpenAPI description for Get Approved Leave Dates,getApprovedLeaveDates,/api/leaves/approved-dates/{employeeId}
Leave Module,Get Used Optional Holidays,Leave,LeaveController,Auto-generated OpenAPI description for Get Used Optional Holidays,getUsedOptionalHolidays,/api/leaves/used-optional-holidays/{employeeId}
Leave Module,Get All Holidays,Leave,LeaveController,Auto-generated OpenAPI description for Get All Holidays,getAllHolidays,/api/leaves/holidays
Leave Module,Add Holiday,Leave,LeaveController,Auto-generated OpenAPI description for Add Holiday,addHoliday,/api/leaves/holidays
Leave Module,Update Holiday,Leave,LeaveController,Auto-generated OpenAPI description for Update Holiday,updateHoliday,/api/leaves/holidays/{id}
Leave Module,Delete Holiday,Leave,LeaveController,Auto-generated OpenAPI description for Delete Holiday,deleteHoliday,/api/leaves/holidays/{id}
Leave Module,Get Holiday By Id,Leave,LeaveController,Auto-generated OpenAPI description for Get Holiday By Id,getHolidayById,/api/leaves/holidays/{id}
Leave Module,Get Holiday By Date,Leave,LeaveController,Auto-generated OpenAPI description for Get Holiday By Date,getHolidayByDate,/api/leaves/holidays/date/{date}
Leave Module,Get Holidays By Month,Leave,LeaveController,Auto-generated OpenAPI description for Get Holidays By Month,getHolidaysByMonth,/api/leaves/holidays/{year}/{month}
Leave Module,Get Holidays By Year,Leave,LeaveController,Auto-generated OpenAPI description for Get Holidays By Year,getHolidaysByYear,/api/leaves/holidays/year/{year}
Leave Module,Get Non Working Days,Leave,LeaveController,Auto-generated OpenAPI description for Get Non Working Days,getNonWorkingDays,/api/leaves/non-working-days
Leave Module,Get Employee Name,Leave,LeaveController,Auto-generated OpenAPI description for Get Employee Name,getEmployeeName,/api/leaves/employee-name/{employeeId}
Leave Module,Get Leaves Report,Leave,LeaveController,Auto-generated OpenAPI description for Get Leaves Report,getLeavesReport,/api/leaves/reports
Leave Module,Get Leave Types,Leave,LeaveController,Auto-generated OpenAPI description for Get Leave Types,getLeaveTypes,/api/leaves/types
Leave Module,Add Leave Type,Leave,LeaveController,Auto-generated OpenAPI description for Add Leave Type,addLeaveType,/api/leaves/type/add
Leave Module,Get Holidays By Employee Location,Leave,LeaveController,Auto-generated OpenAPI description for Get Holidays By Employee Location,getHolidaysByEmployeeLocation,/api/leaves/holidays/location/{employeeId}
Leave Module,Preview Leave Calculation,Leave,LeaveController,Auto-generated OpenAPI description for Preview Leave Calculation,previewLeaveCalculation,/api/leaves/calculate-preview
Leave Module,Get Leave Status Details,Leave,LeaveController,Auto-generated OpenAPI description for Get Leave Status Details,getLeaveStatusDetails,/api/leaves/status-details/{id}
Leave Module,Get Leave By Id,Leave,LeaveController,Auto-generated OpenAPI description for Get Leave By Id,getLeaveById,/api/leaves/single/{id}
InsuranceNominee Module,Get Nominees,InsuranceNominee,InsuranceNomineeController,Auto-generated OpenAPI description for Get Nominees,getNominees,/api/employees/{employeeId}/insurance-nominees
InsuranceNominee Module,Add Nominee,InsuranceNominee,InsuranceNomineeController,Auto-generated OpenAPI description for Add Nominee,addNominee,/api/employees/{employeeId}/insurance-nominees
Auth Module,Get Global Settings,Auth,AuthController,Auto-generated OpenAPI description for Get Global Settings,getGlobalSettings,/api/auth/global-settings/{key}
Auth Module,Login,Auth,AuthController,Auto-generated OpenAPI description for Login,login,/api/auth/login
Auth Module,Forgot Password,Auth,AuthController,Auto-generated OpenAPI description for Forgot Password,forgotPassword,/api/auth/forgot-password
Auth Module,Reset Password,Auth,AuthController,Auto-generated OpenAPI description for Reset Password,resetPassword,/api/auth/reset-password
Auth Module,Change Password,Auth,AuthController,Auto-generated OpenAPI description for Change Password,changePassword,/api/auth/change-password
DesignationCategory Module,Delete,DesignationCategory,DesignationCategoryController,Auto-generated OpenAPI description for Delete,delete,/api/designation-categories/{id}
LMS Module,Assign Training,LMS,LMSController,Auto-generated OpenAPI description for Assign Training,assignTraining,/api/lms/assign
LMS Module,Assign Training To All,LMS,LMSController,Auto-generated OpenAPI description for Assign Training To All,assignTrainingToAll,/api/lms/assign-all
LMS Module,Get All Trainings,LMS,LMSController,Auto-generated OpenAPI description for Get All Trainings,getAllTrainings,/api/lms/all
LMS Module,Get Trainings By Employee,LMS,LMSController,Auto-generated OpenAPI description for Get Trainings By Employee,getTrainingsByEmployee,/api/lms/employee/{employeeId}
LMS Module,Get Trainings By Employee And Category,LMS,LMSController,Auto-generated OpenAPI description for Get Trainings By Employee And Category,getTrainingsByEmployeeAndCategory,/api/lms/employee/{employeeId}/category/{category}
LMS Module,Update Progress,LMS,LMSController,Auto-generated OpenAPI description for Update Progress,updateProgress,/api/lms/update-progress/{id}
LMS Module,Update Status,LMS,LMSController,Auto-generated OpenAPI description for Update Status,updateStatus,/api/lms/update-status/{id}
LMS Module,Get Team Trainings,LMS,LMSController,Auto-generated OpenAPI description for Get Team Trainings,getTeamTrainings,/api/lms/team-trainings/{managerId}
LMS Module,Delete Training,LMS,LMSController,Auto-generated OpenAPI description for Delete Training,deleteTraining,/api/lms/delete/{id}
HelpDeskTeamAccess Module,Save Team Access,HelpDeskTeamAccess,HelpDeskTeamAccessController,Auto-generated OpenAPI description for Save Team Access,saveTeamAccess,/api/v1/helpdesk-teams/save
HelpDeskTeamAccess Module,Create Team,HelpDeskTeamAccess,HelpDeskTeamAccessController,Auto-generated OpenAPI description for Create Team,createTeam,/api/v1/helpdesk-teams/create
HelpDeskTeamAccess Module,Get All Teams,HelpDeskTeamAccess,HelpDeskTeamAccessController,Auto-generated OpenAPI description for Get All Teams,getAllTeams,/api/v1/helpdesk-teams/all
HelpDeskTeamAccess Module,Get Exact Team Access,HelpDeskTeamAccess,HelpDeskTeamAccessController,Auto-generated OpenAPI description for Get Exact Team Access,getExactTeamAccess,/api/v1/helpdesk-teams/team-exact/{employeeId}
HelpDeskTeamAccess Module,Get Team,HelpDeskTeamAccess,HelpDeskTeamAccessController,Auto-generated OpenAPI description for Get Team,getTeam,/api/v1/helpdesk-teams/team/{teamName}
Holiday Module,Download Template,Holiday,HolidayController,Auto-generated OpenAPI description for Download Template,downloadTemplate,/api/v1/holidays/template
Holiday Module,Upload Holiday File,Holiday,HolidayController,Auto-generated OpenAPI description for Upload Holiday File,uploadHolidayFile,/api/v1/holidays/upload
Holiday Module,Get All Holidays,Holiday,HolidayController,Auto-generated OpenAPI description for Get All Holidays,getAllHolidays,/api/v1/holidays/all
Holiday Module,Get Holidays By Location,Holiday,HolidayController,Auto-generated OpenAPI description for Get Holidays By Location,getHolidaysByLocation,/api/v1/holidays/by-location
Holiday Module,Get Holidays For Employee,Holiday,HolidayController,Auto-generated OpenAPI description for Get Holidays For Employee,getHolidaysForEmployee,/api/v1/holidays/employee/{employeeId}
Holiday Module,Delete Holiday,Holiday,HolidayController,Auto-generated OpenAPI description for Delete Holiday,deleteHoliday,/api/v1/holidays/{id}
OrgChartConfig Module,Get Selected Columns,OrgChartConfig,OrgChartConfigController,Auto-generated OpenAPI description for Get Selected Columns,getSelectedColumns,/api/org-chart-config/columns
OrgChartConfig Module,Save Selected Columns,OrgChartConfig,OrgChartConfigController,Auto-generated OpenAPI description for Save Selected Columns,saveSelectedColumns,/api/org-chart-config/columns
Role Module,Get Assigned Roles,Role,RoleController,Auto-generated OpenAPI description for Get Assigned Roles,getAssignedRoles,/api/access/assigned-ids/{employeeId}
AdminGrievance Module,Get,AdminGrievance,AdminGrievanceController,Auto-generated OpenAPI description for Get,get,/api/admin/grievances/{grievanceId}
AdminGrievance Module,Update,AdminGrievance,AdminGrievanceController,Auto-generated OpenAPI description for Update,update,/api/admin/grievances/{grievanceId}
AdminGrievance Module,Download Attachment,AdminGrievance,AdminGrievanceController,Auto-generated OpenAPI description for Download Attachment,downloadAttachment,/api/admin/grievances/{grievanceId}/attachment
Project Module,Get Projects By Sow Id,Project,ProjectController,Auto-generated OpenAPI description for Get Projects By Sow Id,getProjectsBySowId,/api/projects/sow/{sowId}
Project Module,Get All Projects By Customer,Project,ProjectController,Auto-generated OpenAPI description for Get All Projects By Customer,getAllProjectsByCustomer,/api/projects/customer/{customerId}/all-projects
Project Module,Get Projects For Employee By Customer,Project,ProjectController,Auto-generated OpenAPI description for Get Projects For Employee By Customer,getProjectsForEmployeeByCustomer,/api/projects/employee/{employeeId}/customer/{customerId}
Project Module,Update Project,Project,ProjectController,Auto-generated OpenAPI description for Update Project,updateProject,/api/projects/{projectId}
SelfAssessment Module,Save Assessment,SelfAssessment,SelfAssessmentController,Auto-generated OpenAPI description for Save Assessment,saveAssessment,/api/self-assessments/save
SelfAssessment Module,Get Assessment By Id,SelfAssessment,SelfAssessmentController,Auto-generated OpenAPI description for Get Assessment By Id,getAssessmentById,/api/self-assessments/{id}
SelfAssessment Module,Get Assessments By Employee Id,SelfAssessment,SelfAssessmentController,Auto-generated OpenAPI description for Get Assessments By Employee Id,getAssessmentsByEmployeeId,/api/self-assessments/employee/{employeeId}
DailyEntry Module,Submit Entry,DailyEntry,DailyEntryController,Auto-generated OpenAPI description for Submit Entry,submitEntry,/api/daily-entry/submit/{employeeId}
DailyEntry Module,Get Employee Entries,DailyEntry,DailyEntryController,Auto-generated OpenAPI description for Get Employee Entries,getEmployeeEntries,/api/daily-entry/employee/{employeeId}
DailyEntry Module,Get Manager Entries,DailyEntry,DailyEntryController,Auto-generated OpenAPI description for Get Manager Entries,getManagerEntries,/api/daily-entry/manager/{managerId}
DailyEntry Module,Get Hr Entries,DailyEntry,DailyEntryController,Auto-generated OpenAPI description for Get Hr Entries,getHrEntries,/api/daily-entry/hr/{hrId}
DailyEntry Module,Get Employee Entries For Manager,DailyEntry,DailyEntryController,Auto-generated OpenAPI description for Get Employee Entries For Manager,getEmployeeEntriesForManager,/api/daily-entry/manager/{managerId}/employee/{employeeId}
DailyEntry Module,Get Employee Entries For Hr,DailyEntry,DailyEntryController,Auto-generated OpenAPI description for Get Employee Entries For Hr,getEmployeeEntriesForHr,/api/daily-entry/hr/{hrId}/employee/{employeeId}
DailyEntry Module,Get Submitted Dates By Employee,DailyEntry,DailyEntryController,Auto-generated OpenAPI description for Get Submitted Dates By Employee,getSubmittedDatesByEmployee,/api/daily-entry/submitted-dates/{employeeId}
DailyEntry Module,Get Total Hours By Employee,DailyEntry,DailyEntryController,Auto-generated OpenAPI description for Get Total Hours By Employee,getTotalHoursByEmployee,/api/daily-entry/total-hours/{employeeId}
DailyEntry Module,Get Frozen Dates,DailyEntry,DailyEntryController,Auto-generated OpenAPI description for Get Frozen Dates,getFrozenDates,/api/daily-entry/frozen-dates/{employeeId}
DailyEntry Module,Freeze Timesheets,DailyEntry,DailyEntryController,Auto-generated OpenAPI description for Freeze Timesheets,freezeTimesheets,/api/daily-entry/freeze
DailyEntry Module,Update Entry,DailyEntry,DailyEntryController,Auto-generated OpenAPI description for Update Entry,updateEntry,/api/daily-entry/update/{entryId}
DailyEntry Module,Unfreeze Timesheets,DailyEntry,DailyEntryController,Auto-generated OpenAPI description for Unfreeze Timesheets,unfreezeTimesheets,/api/daily-entry/unfreeze
DailyEntry Module,Get Timesheet Report,DailyEntry,DailyEntryController,Auto-generated OpenAPI description for Get Timesheet Report,getTimesheetReport,/api/daily-entry/fetch-reports
DailyEntry Module,Trigger Reminders,DailyEntry,DailyEntryController,Auto-generated OpenAPI description for Trigger Reminders,triggerReminders,/api/daily-entry/trigger-reminders
AdminLeavePolicy Module,Save Leave Type,AdminLeavePolicy,AdminLeavePolicyController,Auto-generated OpenAPI description for Save Leave Type,saveLeaveType,/api/admin/leave-policy/type
AdminLeavePolicy Module,Save Unified Policy,AdminLeavePolicy,AdminLeavePolicyController,Auto-generated OpenAPI description for Save Unified Policy,saveUnifiedPolicy,/api/admin/leave-policy/unified
AdminLeavePolicy Module,Toggle Status,AdminLeavePolicy,AdminLeavePolicyController,Auto-generated OpenAPI description for Toggle Status,toggleStatus,/api/admin/leave-policy/{id}/status
AdminLeavePolicy Module,Get All Leave Types,AdminLeavePolicy,AdminLeavePolicyController,Auto-generated OpenAPI description for Get All Leave Types,getAllLeaveTypes,/api/admin/leave-policy/types
AdminLeavePolicy Module,Get Unified Policies,AdminLeavePolicy,AdminLeavePolicyController,Auto-generated OpenAPI description for Get Unified Policies,getUnifiedPolicies,/api/admin/leave-policy/unified/{leaveTypeId}
AdminLeavePolicy Module,Save Approval Workflow,AdminLeavePolicy,AdminLeavePolicyController,Auto-generated OpenAPI description for Save Approval Workflow,saveApprovalWorkflow,/api/admin/leave-policy/approval
AdminLeavePolicy Module,Get Policy Summary,AdminLeavePolicy,AdminLeavePolicyController,Auto-generated OpenAPI description for Get Policy Summary,getPolicySummary,/api/admin/leave-policy/summary/{leaveTypeId}
AdminLeavePolicy Module,Process Encashment,AdminLeavePolicy,AdminLeavePolicyController,Auto-generated OpenAPI description for Process Encashment,processEncashment,/api/admin/leave-policy/process-encashment
AdminLeavePolicy Module,Preview Eligibility,AdminLeavePolicy,AdminLeavePolicyController,Auto-generated OpenAPI description for Preview Eligibility,previewEligibility,/api/admin/leave-policy/eligibility-preview/{leaveTypeId}/{employeeId}
AdminLeavePolicy Module,Get Eligibility Options,AdminLeavePolicy,AdminLeavePolicyController,Auto-generated OpenAPI description for Get Eligibility Options,getEligibilityOptions,/api/admin/leave-policy/eligibility-options
AdminLeavePolicy Module,Is Approver,AdminLeavePolicy,AdminLeavePolicyController,Auto-generated OpenAPI description for Is Approver,isApprover,/api/admin/leave-policy/approvals/is-approver/{employeeId}
AdminLeavePolicy Module,Delete Unified Policy,AdminLeavePolicy,AdminLeavePolicyController,Auto-generated OpenAPI description for Delete Unified Policy,deleteUnifiedPolicy,/api/admin/leave-policy/unified/{id}
AdminLeavePolicy Module,Delete Leave Type,AdminLeavePolicy,AdminLeavePolicyController,Auto-generated OpenAPI description for Delete Leave Type,deleteLeaveType,/api/admin/leave-policy/type/{id}
AdminLeavePolicy Module,Trigger Carry Forward,AdminLeavePolicy,AdminLeavePolicyController,Auto-generated OpenAPI description for Trigger Carry Forward,triggerCarryForward,/api/admin/leave-policy/trigger-carry-forward
ExternalApi Module,Health Check,ExternalApi,ExternalApiController,Auto-generated OpenAPI description for Health Check,healthCheck,/api/external/health
ExternalApi Module,Get All Applicants,ExternalApi,ExternalApiController,Auto-generated OpenAPI description for Get All Applicants,getAllApplicants,/api/external/applicants
ExternalApi Module,Get Applicant By Id,ExternalApi,ExternalApiController,Auto-generated OpenAPI description for Get Applicant By Id,getApplicantById,/api/external/applicants/{applicantId}
ExternalApi Module,Get Applicants By Status,ExternalApi,ExternalApiController,Auto-generated OpenAPI description for Get Applicants By Status,getApplicantsByStatus,/api/external/applicants/status/{status}
ExternalApi Module,Save Or Update Employee,ExternalApi,ExternalApiController,Auto-generated OpenAPI description for Save Or Update Employee,saveOrUpdateEmployee,/api/external/employees
ExternalApi Module,Get All Active Employees,ExternalApi,ExternalApiController,Auto-generated OpenAPI description for Get All Active Employees,getAllActiveEmployees,/api/external/employees
ExternalApi Module,Get All Employees,ExternalApi,ExternalApiController,Auto-generated OpenAPI description for Get All Employees,getAllEmployees,/api/external/employees/all
ExternalApi Module,Get All Employees For Migration,ExternalApi,ExternalApiController,Auto-generated OpenAPI description for Get All Employees For Migration,getAllEmployeesForMigration,/api/external/employees/migration
ExternalApi Module,Get Employee By Id,ExternalApi,ExternalApiController,Auto-generated OpenAPI description for Get Employee By Id,getEmployeeById,/api/external/employees/{employeeId}
ExternalApi Module,Get Employees By Department,ExternalApi,ExternalApiController,Auto-generated OpenAPI description for Get Employees By Department,getEmployeesByDepartment,/api/external/employees/department/{department}
ExternalApi Module,Get All Payroll Records,ExternalApi,ExternalApiController,Auto-generated OpenAPI description for Get All Payroll Records,getAllPayrollRecords,/api/external/payroll
ExternalApi Module,Get Payroll By Employee Id,ExternalApi,ExternalApiController,Auto-generated OpenAPI description for Get Payroll By Employee Id,getPayrollByEmployeeId,/api/external/payroll/employee/{employeeId}
ExternalApi Module,Get Payroll By Month,ExternalApi,ExternalApiController,Auto-generated OpenAPI description for Get Payroll By Month,getPayrollByMonth,/api/external/payroll/month/{month}
ExternalApi Module,Get All Compensation Records,ExternalApi,ExternalApiController,Auto-generated OpenAPI description for Get All Compensation Records,getAllCompensationRecords,/api/external/compensation
ExternalApi Module,Get Compensation By Employee Id,ExternalApi,ExternalApiController,Auto-generated OpenAPI description for Get Compensation By Employee Id,getCompensationByEmployeeId,/api/external/compensation/employee/{employeeId}
ExternalApi Module,Get Latest Compensation By Employee Id,ExternalApi,ExternalApiController,Auto-generated OpenAPI description for Get Latest Compensation By Employee Id,getLatestCompensationByEmployeeId,/api/external/compensation/employee/{employeeId}/latest
ExternalApi Module,Get All It Declarations,ExternalApi,ExternalApiController,Auto-generated OpenAPI description for Get All It Declarations,getAllITDeclarations,/api/external/it-declarations
ExternalApi Module,Get It Declarations By Employee Id,ExternalApi,ExternalApiController,Auto-generated OpenAPI description for Get It Declarations By Employee Id,getITDeclarationsByEmployeeId,/api/external/it-declarations/employee/{employeeId}
ExternalApi Module,Get Latest It Declaration By Employee Id,ExternalApi,ExternalApiController,Auto-generated OpenAPI description for Get Latest It Declaration By Employee Id,getLatestITDeclarationByEmployeeId,/api/external/it-declarations/employee/{employeeId}/latest
ExternalApi Module,Save Or Update Tenant,ExternalApi,ExternalApiController,Auto-generated OpenAPI description for Save Or Update Tenant,saveOrUpdateTenant,/api/external/tenants
ExitForm Module,Get By Hr,ExitForm,ExitFormController,Auto-generated OpenAPI description for Get By Hr,getByHr,/api/v1/exit-forms/hr/{hrId}
ExitForm Module,Get By Employee,ExitForm,ExitFormController,Auto-generated OpenAPI description for Get By Employee,getByEmployee,/api/v1/exit-forms/employee/{employeeId}
ExitForm Module,Get By Resignation,ExitForm,ExitFormController,Auto-generated OpenAPI description for Get By Resignation,getByResignation,/api/v1/exit-forms/resignation/{resignationId}
ExitForm Module,Schedule Exit Interview,ExitForm,ExitFormController,Auto-generated OpenAPI description for Schedule Exit Interview,scheduleExitInterview,/api/v1/exit-forms/{formId}/schedule-interview
ExitForm Module,Submit Feedback,ExitForm,ExitFormController,Auto-generated OpenAPI description for Submit Feedback,submitFeedback,/api/v1/exit-forms/{formId}/submit-feedback
ExitForm Module,Get Feedback Form By Token,ExitForm,ExitFormController,Auto-generated OpenAPI description for Get Feedback Form By Token,getFeedbackFormByToken,/api/v1/exit-forms/feedback/{token}
Applicant Module,Save Onboarding Data,Applicant,ApplicantController,Auto-generated OpenAPI description for Save Onboarding Data,saveOnboardingData,/api/v1/applicants/{applicantId}/onboarding
Applicant Module,Get Applicant By Applicant Id,Applicant,ApplicantController,Auto-generated OpenAPI description for Get Applicant By Applicant Id,getApplicantByApplicantId,/api/v1/applicants/{applicantId}
Applicant Module,Approve Candidate,Applicant,ApplicantController,Auto-generated OpenAPI description for Approve Candidate,approveCandidate,/api/v1/applicants/approve
Applicant Module,Mark Revision Pending,Applicant,ApplicantController,Auto-generated OpenAPI description for Mark Revision Pending,markRevisionPending,/api/v1/applicants/revision-pending/{applicantId}
Applicant Module,Approve By Finance,Applicant,ApplicantController,Auto-generated OpenAPI description for Approve By Finance,approveByFinance,/api/v1/applicants/approve-finance/{applicantId}
Applicant Module,Update Applicant Status,Applicant,ApplicantController,Auto-generated OpenAPI description for Update Applicant Status,updateApplicantStatus,/api/v1/applicants/status/{applicantId}
Applicant Module,Upload Signed Docs,Applicant,ApplicantController,Auto-generated OpenAPI description for Upload Signed Docs,uploadSignedDocs,/api/v1/applicants/upload/{applicantId}
Applicant Module,Get Accepted Applicants,Applicant,ApplicantController,Auto-generated OpenAPI description for Get Accepted Applicants,getAcceptedApplicants,/api/v1/applicants/accepted
Applicant Module,Reject Documents,Applicant,ApplicantController,Auto-generated OpenAPI description for Reject Documents,rejectDocuments,/api/v1/applicants/reject-documents/{applicantId}
Applicant Module,Get Filtered Reports,Applicant,ApplicantController,Auto-generated OpenAPI description for Get Filtered Reports,getFilteredReports,/api/v1/applicants/reports
Applicant Module,Get Clients,Applicant,ApplicantController,Auto-generated OpenAPI description for Get Clients,getClients,/api/v1/applicants/clients
Applicant Module,Get Positions,Applicant,ApplicantController,Auto-generated OpenAPI description for Get Positions,getPositions,/api/v1/applicants/positions
Applicant Module,Get Statuses,Applicant,ApplicantController,Auto-generated OpenAPI description for Get Statuses,getStatuses,/api/v1/applicants/statuses
Profiler Module,Update Profile,Profiler,ProfilerController,Auto-generated OpenAPI description for Update Profile,updateProfile,/api/profile/update/{employeeId}
Profiler Module,Remove Profile Picture,Profiler,ProfilerController,Auto-generated OpenAPI description for Remove Profile Picture,removeProfilePicture,/api/profile/remove-picture/{employeeId}
Profiler Module,Get Profile,Profiler,ProfilerController,Auto-generated OpenAPI description for Get Profile,getProfile,/api/profile/{employeeId}
Claim Module,Submit Claim,Claim,ClaimController,Auto-generated OpenAPI description for Submit Claim,submitClaim,/api/claims/submit
Claim Module,Submit Bulk Claims,Claim,ClaimController,Auto-generated OpenAPI description for Submit Bulk Claims,submitBulkClaims,/api/claims/submit-bulk
Claim Module,Get Pending Claims For User,Claim,ClaimController,Auto-generated OpenAPI description for Get Pending Claims For User,getPendingClaimsForUser,/api/claims/pending/{userId}
Claim Module,Approve Claim,Claim,ClaimController,Auto-generated OpenAPI description for Approve Claim,approveClaim,/api/claims/approve/{id}
Claim Module,Approve Claims Bulk,Claim,ClaimController,Auto-generated OpenAPI description for Approve Claims Bulk,approveClaimsBulk,/api/claims/approve-bulk
Claim Module,Reject Claim,Claim,ClaimController,Auto-generated OpenAPI description for Reject Claim,rejectClaim,/api/claims/reject/{id}
Claim Module,Reject Claims Bulk,Claim,ClaimController,Auto-generated OpenAPI description for Reject Claims Bulk,rejectClaimsBulk,/api/claims/reject-bulk
